,0
1,18.891851329539556
2,18.78665871451923
3,2.0585079483931574
4,24.91504198588509
5,28.51691242800215
6,47.590545476846714
7,32.68103834020345
8,4.575197942394109
9,6.963035823243315
10,3.303006657369688
11,8.991179581508591
12,8.555545666010278
13,28.02495585003563
14,76.97140024150302
15,79.75888751601732
16,8.306868164665731
17,10.863638979873349
18,3.466827480094757
19,10.734747803213011
20,11.187762636542766
21,7.071411555094141
22,4.5771764332546265
23,56.56881398794344
24,12.79562197928977
25,5.103966460511703
26,4.872403787315872
27,76.97140024150302
28,4.084562694519069
29,5.103930640627394
30,22.56339575144506
31,22.97411911285455
32,6.687279632484091
33,3.421735052179388
34,7.796355796290932
35,29.238730732368968
36,5.8744752017809505
37,32.8818146978098
38,5.743977430919651
39,8.486678271744957
40,23.178132543541764
41,25.194712654231672
42,0.5019264215639888
43,5.577395190314664
44,5.81720986788634
45,6.582539349775457
46,4.999952171392303
47,11.456988318911709
48,76.97140024150302
49,76.97140024150302
50,4.864305881189023
51,4.367972946723488
52,4.684691796338947
53,31.731008903202625
54,3.890542445272738
55,15.499196342246282
56,7.9752727868164985
57,7.039370589332362
58,14.367644673764334
59,18.404049990662635
60,29.88968993540303
61,8.749030299213619
62,40.85505585182624
63,7.788066087664479
64,3.9952724927361833
65,79.75888751601732
66,17.940042101473598
67,8.064261285620379
68,41.85135121217691
69,17.031664448597077
70,36.220050386536485
71,8.079804965433595
72,31.731008903202625
73,80.4538433335487
74,8.041980530822478
75,17.624620219047877
76,27.479974101365237
77,4.008979182681217
78,12.024205262237174
79,11.471404488462861
80,-1.2182305643359126
81,79.75888751601732
82,6.5387206767742505
83,10.039267522285416
84,39.456358712118785
85,30.723493502165624
86,58.24593889762757
87,6.038125737258883
88,0.9389278641785761
89,21.881844196408423
90,20.240675595517864
91,11.416003708299666
92,45.70744233642921
93,107.01055912060875
94,20.240675595517864
95,29.313189448793576
96,3.7500765602645814
97,37.175399509080734
98,6.858805188842471
99,79.88580454258565
100,5.103966460511703
101,7.797761852195242
102,18.192166357350374
103,11.7160029966422
104,7.549279427916834
105,3.560587486560691
106,1.1144120345518185
107,7.919278698803575
108,20.240675595517864
109,51.23832613760581
110,18.192166357350374
111,16.85429863752575
112,9.220308879754704
113,32.31699090470437
114,8.801699517830532
115,9.390895503744837
116,3.057065611753309
117,79.75888751601732
118,1.4636031556249485
119,5.856005620558696
120,21.311903441046653
121,13.02480862412502
122,6.103616562987175
123,23.89501659640046
124,4.817333163787097
125,4.30852973485545
126,76.97140024150302
127,20.653080561547746
128,0.013125978103589004
129,21.229429529886854
130,6.735808388319841
131,15.061230686233838
132,17.38801513117376
133,21.300217917707585
134,6.960991391501645
135,44.98399854438473
136,37.978683618542654
137,16.768735120802162
138,4.740533885812654
139,6.435917788360367
140,22.149518991674704
141,15.49926896165858
142,34.29635876295745
143,5.3961590620625595
144,22.025108095115232
145,4.549327668116565
146,10.793838060937802
147,14.928026826157188
148,3.8573504605431514
149,76.97140024150302
150,18.174372848311016
151,3.296275196554395
152,22.717183332967913
153,32.861531652501256
154,6.285780154972201
155,21.300217917707585
156,21.881844196408423
157,3.2972994394879525
158,12.696447141091259
159,37.18526097076724
160,16.08943441198077
161,9.551048015421381
162,25.417183415449532
163,34.09869088316824
164,64.68095451205879
165,4.441077917970184
166,25.51287372021768
167,47.62792011590325
168,9.268140650310698
169,8.44078913004638
170,6.878927128432648
171,3.2972994394879525
172,13.933462158607243
173,28.7836012926089
174,10.052401369658355
175,4.15729948117147
176,52.387371513262266
177,9.551048015421381
178,56.73001359121184
179,5.577395190314664
180,15.413417107951314
181,11.716524303919758
182,16.57886896733063
183,18.45339947277874
184,3.2972994394879525
185,48.97199467035621
186,3.565217456268418
187,27.199153380765367
188,3.2972994394879525
189,3.2972994394879525
190,13.515218360507134
191,6.279582235144099
192,5.071425814293524
193,59.44580807505065
194,6.878927128432648
195,3.2972994394879525
196,47.62792011590325
197,6.878927128432648
198,42.98561498640163
199,5.105155480805969
200,5.105155480805969
201,46.807130312010166
202,16.08943441198077
203,6.865577761032176
204,10.381000614405586
205,55.81528876693795
206,9.551048015421381
207,3.4469938243446263
208,4.2410722168776065
209,5.577395190314664
210,79.13616651654402
211,13.225996214842837
212,10.052401369658355
213,3.710109512319526
214,5.105155480805969
215,54.39899055130358
216,5.105155480805969
217,5.105155480805969
218,8.991179581508591
219,5.105155480805969
220,5.105155480805969
221,8.991179581508591
222,5.105155480805969
223,8.991179581508591
224,17.22323821906955
225,1.79298260898108
226,5.105155480805969
227,8.991179581508591
228,8.991179581508591
229,9.268140650310698
230,19.765985827411196
231,9.999663955142417
232,38.86261201776521
233,94.27687867880385
234,19.610304947680717
235,42.98561498640163
236,46.807130312010166
237,32.053975908081554
238,3.824644990164262
239,3.0020688435601266
240,34.52851317530256
241,5.086633899452184
242,7.349767878319042
243,6.44302465730936
244,78.17386237016986
245,4.253527665218701
246,13.166738515722407
247,11.10719530782606
248,71.39392842043097
249,5.0
250,30.69379812600642
251,21.300217917707585
252,16.85429863752575
253,9.749982578052414
254,67.71516471033797
255,16.08943441198077
256,47.62792011590325
257,101.88809975802013
258,5.882773558216311
259,46.807130312010166
260,3.6666669901942344
261,11.074153764097494
262,76.97140024150302
263,84.8882450143982
264,6.818760201866868
265,12.79471842227844
266,7.374396981412756
267,10.928960764174004
268,19.609403175045486
269,12.642224144590571
270,10.543476306666147
271,7.715737038942981
272,6.0
273,8.15758627590084
274,12.335324666725139
275,36.3775131937998
276,4.077792720153898
277,69.94588047822957
278,21.601417162101747
279,24.68737195598355
280,0.2166328778045403
281,11.403303521808517
282,36.05569795863644
283,34.33307557623084
284,5.8350056043941345
285,41.893785314636155
286,7.893663682962654
287,7.7501619310439125
288,50.49556446680144
289,7.989814948082778
290,32.207176415300836
291,4.981606035607825
292,21.58349915956361
293,7.569130321113077
294,3.5859874388138433
295,12.844933970258282
296,9.211003905746715
297,11.232245751865772
298,6.098463525925853
299,39.329466800504605
300,35.980640461730566
301,24.36325370952421
302,9.63383591029996
303,46.28944778199163
304,79.25397916633366
305,15.504964356583939
306,13.035237230095946
307,5.886853191257826
308,23.869735469304246
309,5.673047339233793
310,8.362719679754429
311,9.713706333846748
312,4.182491712813537
313,73.91704882236019
314,11.92195883237135
315,3.464455240193389
316,22.424528688902505
317,6.090943168405025
318,21.56002407215422
319,13.891610145321124
320,10.8854484241906
321,6.023399565800636
322,9.471034607682414
323,17.55945667332849
324,14.851288184784867
325,46.19877084451128
326,3.3822822779710515
327,6.214984795131197
328,8.69720218289915
329,11.284407114263628
330,5.3961590620625595
331,18.084085196646388
332,14.060123173259406
333,10.462638052665396
334,14.399182207400537
335,12.76343793114204
336,4.0396092494934805
337,6.774785961498015
338,0.0
339,4.2854856540897295
340,0.9411716961040374
341,17.558187059075657
342,5.05575886787039
343,4.088591371855987
344,30.62036531040594
345,7.455157996909269
346,31.13038278636654
347,7.8576914134498965
348,8.682163752739223
349,4.348831491060301
350,53.7508975670197
351,24.91597585305812
352,6.878269521202913
353,31.1855378850079
354,4.4200428473624935
355,0.9166712900545135
356,16.299899042611543
357,17.38024762079348
358,23.790398941725947
359,15.434684104555181
360,34.95731968568214
361,4.832061331206969
362,6.079750988314771
363,4.21935018928559
364,6.244122113534935
365,10.187563727222619
366,17.262516107681286
367,5.8956960180959745
368,16.834755434040268
369,4.209443057481232
370,56.0301316716844
371,0.02956449652228898
372,8.793583719945202
373,11.657702065873316
374,2.8765758697958206
375,9.14283403531659
376,49.21100605589681
377,8.714471781683184
378,29.366880034596015
379,7.457175014849031
380,4.591069235815112
381,18.608588728156082
382,13.08592768375921
383,9.28616834218152
384,4.0270255584813
385,12.073478867823672
386,11.609710244190177
387,28.631020472739944
388,70.28786556383103
389,7.361356939296497
390,9.511170460961418
391,21.818784993169217
392,12.83386172788265
393,9.609914807951467
394,6.112070294648603
395,9.209118703618564
396,28.552570600944748
397,30.17197196350234
398,2.1306661505853106
399,50.63747652541901
400,115.73555969662448
401,10.221982617893069
402,18.96479021255263
403,7.519918242335341
404,17.61536317211649
405,8.475360341497685
406,0.12685869869805624
407,11.979581519233502
408,3.920376649718039
409,31.091611782498816
410,60.02145846947702
411,8.56614337980511
412,7.797761852195242
413,2.742300043489196
414,5.114653511691481
415,7.649644755361206
416,30.9687806191463
417,9.631914922277344
418,7.396466877768685
419,4.7574195353875455
420,6.723056102204828
421,2.540132598025373
422,22.065725679228198
423,5.837252940048193
424,10.800871985751172
425,16.277163673078178
426,17.62702287629096
427,14.811554731953095
428,15.33266438385965
429,6.378967489077905
430,11.985986562340734
431,6.402370876741706
432,45.5149857150801
433,4.458373019312926
434,3.559129534289776
435,17.35688305838526
436,12.26404892443846
437,19.870576994758505
438,31.67300225662651
439,5.928598934650301
440,11.64744064961867
441,16.037549143188386
442,17.222473488898654
443,2.4932470270538904e-13
444,17.21966126271839
445,5.749988305365896
446,9.258858012353063
447,8.852905638499397
448,5.031613139996699
449,40.92854341184938
450,7.806779486507056
451,6.081582091735853
452,5.107651004927688
453,12.133622398627748
454,24.498659530886137
455,19.979722357007475
456,8.273009577030303
457,13.6261992174153
458,2.180250402290778
459,33.08416329742067
460,5.583030308118399
461,10.071100186574341
462,16.36633843398803
463,2.0
464,3.758370695207886
465,19.18585846558755
466,41.40035162663422
467,8.478662218213607
468,2.8381859148238986
469,11.618864087996865
470,7.1533986199523865
471,17.780911725139514
472,4.00000073769198
473,31.831474290765268
474,3.3945111448396017
475,10.845425586882568
476,30.736033754353688
477,8.173865824312365
478,3.9988478322396652
479,11.154326716872852
480,8.842673023569798
481,26.261866429555674
482,7.071269584644953
483,6.718444312661399
484,10.802372687529964
485,38.8215932563148
486,4.461875701331573
487,8.72948705456035
488,3.805976235870091
489,10.802317127587733
490,4.466666864413358
491,6.455258255143349
492,57.405823892615665
493,9.598128294831731
494,19.37693273624216
495,5.265289377734718
496,3.8386958174414736
497,47.621494557599334
498,26.41849277694156
499,8.4774782272622
500,19.033482551803207
501,4.000241272399997
502,10.580104810658742
503,13.080826048410472
504,4.750709527956731
