,listingId,priceAmt,priceAvgNightly,priceFees,priceRent,lat,lng,city,state,country,reviewCount,reviewAverage,bathrooms,bedrooms,listingUrl,bookWithConfidence,CrimeScore
0,4299157,760.32,95.04,,760.32,33.79908468,-84.39470543,Atlanta,GA,US,9,4.888889,1,0,https://www.homeaway.com/vacation-rental/p4299157?uni_id=4708816,TRUE,12.02420526
0,v993551,1099.8,137.48,,1099.8,33.730097,-84.3854,Atlanta,GA,US,2,4.5,1,3,https://www.vrbo.com/993551?unitId=1541507,TRUE,11.47140449
0,v1176366,1400,175,,1400,33.73445431,-84.34446494,Atlanta,GA,US,1,5,2,3,https://www.vrbo.com/1176366?unitId=1727101,TRUE,-1.218230564
0,v1068268,1160,145,,1160,33.7625418,-84.3878737,Atlanta,GA,US,20,4.95,1,1,https://www.vrbo.com/1068268?unitId=1616425,TRUE,79.75888752
0,4269205,944,118,,944,33.731734,-84.376127,Atlanta,GA,US,17,5,1,1,https://www.homeaway.com/vacation-rental/p4269205?uni_id=4677231,TRUE,6.538720677
0,4869615,1240,155,,1240,33.7318,-84.39465,Atlanta,GA,US,8,3.875,2,2,https://www.homeaway.com/vacation-rental/p4869615?uni_id=5894228,TRUE,10.03926752
0,v314361,2600,325,,2600,33.7628972,-84.39453611,Atlanta,GA,US,18,4.888889,3,2,https://www.vrbo.com/314361?unitId=314361,TRUE,39.45635871
0,4938436,1320,165,,1320,33.79007,-84.39962,Atlanta,GA,US,2,5,1,1,https://www.homeaway.com/vacation-rental/p4938436?uni_id=6115216,TRUE,30.7234935
0,4567168,1600,200,,1600,33.76373731,-84.38800991,Atlanta ,GA,US,2,3,1,1,https://www.homeaway.com/vacation-rental/p4567168?uni_id=5176652,TRUE,58.2459389
0,4476171,1112,139,,1112,33.80281444,-84.37310627,Atlanta,GA,US,5,4.8,1,1,https://www.homeaway.com/vacation-rental/p4476171?uni_id=5064362,TRUE,6.038125737
0,v1170053,669.6,83.7,,669.6,33.78331769,-84.34642526,Atlanta,GA,US,3,5,1,1,https://www.vrbo.com/1170053?unitId=1720782,TRUE,0.938927864
0,4463420,1160,145,,1160,33.7619081,-84.358615,Atlanta,GA,US,3,5,1,1,https://www.homeaway.com/vacation-rental/p4463420?uni_id=5050886,TRUE,21.8818442
0,4663284,1165,145.63,,1165,33.837025,-84.3747979,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p4663284?uni_id=5474827,TRUE,20.2406756
0,4538918,2240,280,,2240,33.74261,-84.38767,Atlanta,GA,US,0,0,1,0,https://www.homeaway.com/vacation-rental/p4538918?uni_id=5480564,TRUE,11.41600371
0,v1328962,1192,149,,1192,33.78578275,-84.38464636,Atlanta,GA,US,0,0,2,1,https://www.vrbo.com/1328962?unitId=1887260,TRUE,45.70744234
0,4538512,964.4,120.55,,964.4,33.76161,-84.38731,Atlanta,GA,US,0,0,1,0,https://www.homeaway.com/vacation-rental/p4538512?uni_id=5931158,TRUE,107.0105591
0,4625906,800,100,,800,33.837025,-84.3747979,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p4625906?uni_id=5376864,TRUE,20.2406756
0,v1179406,672,84,,672,33.73999067,-84.39691074,Atlanta,GA,US,3,3.6666667,1,1,https://www.vrbo.com/1179406?unitId=1730143,TRUE,29.31318945
0,v859837,3960,495,,3960,33.8313073,-84.3744433,Atlanta,GA,US,34,4.9411764,3,4,https://www.vrbo.com/859837?unitId=1407776,TRUE,3.75007656
0,4711066,1200,150,,1200,33.79373794,-84.40102687,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p4711066?uni_id=5680866,TRUE,37.17539951
0,v1103643,5550,693.75,,5550,33.846519,-84.353069,Atlanta,GA,US,19,5,4,5,https://www.vrbo.com/1103643?unitId=1651804,TRUE,6.858805189
0,v564287,1195.62,149.45,,1195.62,33.76241729,-84.38777071,Atlanta,GA,US,15,4.4666667,1,1,https://www.vrbo.com/564287?unitId=1111604,TRUE,79.88580454
0,4247575,1414,176.75,,1414,33.75044,-84.36438,Atlanta,GA,US,25,4.92,1,1,https://www.homeaway.com/vacation-rental/p4247575?uni_id=4654454,TRUE,5.103966461
0,4755809,960,120,,960,33.772021,-84.4137145,Atlanta,GA,US,12,4.4166665,2,3,https://www.homeaway.com/vacation-rental/p4755809?uni_id=5737110,TRUE,7.797761852
0,v1013702,2500,312.5,,2500,33.8000583,-84.4110427,Atlanta,GA,US,9,5,3,5,https://www.vrbo.com/1013702?unitId=1561650,TRUE,18.19216636
