,listing_id,price_amt,price_avg_nightly,price_fees,price_rent,latitude,longitude,city,state,country,review_count,review_average,bathrooms,bedrooms,listing_url,book_with_confidence,crime_score
12,4469828,1460.0,182.5,,1460.0,33.8389631,-84.3784363,Atlanta,GA,US,1,5.0,1.0,1,https://www.homeaway.com/vacation-rental/p4469828?uni_id=5057656,True,59
13,4931120,2588.0,323.5,,2588.0,33.798894,-84.3461121,Atlanta,GA,US,2,5.0,3.0,3,https://www.homeaway.com/vacation-rental/p4931120?uni_id=6092685,True,66
14,v789728,1101.6,137.7,,1101.6,33.7767276,-84.35211269999999,Atlanta,GA,US,4,4.75,1.0,1,https://www.vrbo.com/789728?unitId=1337666,True,2
15,4999482,1542.6,192.83,,1542.6,33.7921496,-84.3956788,Atlanta,GA,US,3,3.6666667,2.0,2,https://www.homeaway.com/vacation-rental/p4999482?uni_id=6240122,True,62
16,4023000,1694.0,211.75,,1694.0,33.757406,-84.369423,Atlanta,GA,US,25,5.0,2.0,3,https://www.homeaway.com/vacation-rental/p4023000?uni_id=4412691,True,132
17,4893743,1600.0,200.0,,1600.0,33.75833164,-84.37143322,Atlanta,GA,US,2,5.0,2.0,3,https://www.homeaway.com/vacation-rental/p4893743?uni_id=5962941,True,132
18,v363870,860.15,107.52,,860.15,33.76344479,-84.38869774,Atlanta,GA,US,128,4.703125,1.0,1,https://www.vrbo.com/363870?unitId=363870,True,512
19,4782031,1260.0,157.5,,1260.0,33.758663299999995,-84.37115117,Atlanta,GA,US,12,4.75,1.0,2,https://www.homeaway.com/vacation-rental/p4782031?uni_id=5768135,True,132
20,4993538,1800.0,225.0,,1800.0,33.775084,-84.374367,Atlanta,GA,US,12,5.0,2.0,2,https://www.homeaway.com/vacation-rental/p4993538?uni_id=6231493,True,373
21,4247574,1155.42,144.43,,1155.42,33.750440000000005,-84.36438000000001,Atlanta,GA,US,21,4.904762,1.0,1,https://www.homeaway.com/vacation-rental/p4247574?uni_id=4654453,True,8
22,4982430,1775.0,221.88,,1775.0,33.746884,-84.3024038,Atlanta,GA,US,9,4.5555553,1.0,1,https://www.homeaway.com/vacation-rental/p4982430?uni_id=6201283,True,44
23,v1324334,1000.0,125.0,,1000.0,33.76049813,-84.39119577,Atlanta,GA,US,0,0.0,1.0,1,https://www.vrbo.com/1324334?unitId=1882621,True,512
24,v632288,1232.0,154.0,,1232.0,33.76256,-84.387878,Atlanta,GA,US,75,4.613333,1.0,1,https://www.vrbo.com/632288?unitId=1180069,True,512
25,v1171458,722.0,90.25,,722.0,33.72695539,-84.37063495,Atlanta,GA,US,18,4.8333335,1.0,1,https://www.vrbo.com/1171458?unitId=1722187,True,87
26,4812785,3757.0,469.63,,3757.0,33.7683581,-84.35137009999998,Atlanta,GA,US,5,5.0,3.0,5,https://www.homeaway.com/vacation-rental/p4812785?uni_id=5806819,True,74
27,v1324335,1000.0,125.0,,1000.0,33.76166426,-84.3927762,Atlanta,GA,US,4,4.0,1.0,1,https://www.vrbo.com/1324335?unitId=1882622,True,512
28,4905914,7520.0,940.0,,7520.0,33.77473617,-84.34896479999999,Atlanta,GA,US,8,5.0,4.0,6,https://www.homeaway.com/vacation-rental/p4905914?uni_id=6004900,True,10
29,4777156,936.0,117.0,,936.0,33.79501261,-84.35375733,Atlanta,GA,US,18,5.0,1.0,1,https://www.homeaway.com/vacation-rental/p4777156?uni_id=5762542,True,66
30,4893857,1232.0,154.0,,1232.0,33.75991,-84.39067,Atlanta,GA,US,0,0.0,1.0,0,https://www.homeaway.com/vacation-rental/p4893857?uni_id=5963369,True,512
31,v1309930,2787.3,348.41,,2787.3,33.76918,-84.349434,Atlanta,GA,US,6,4.8333335,3.0,4,https://www.vrbo.com/1309930?unitId=1861497,True,74
32,v1289623,3400.0,425.0,,3400.0,33.803627399999996,-84.3903217,Atlanta,GA,US,0,0.0,2.0,3,https://www.vrbo.com/1289623?unitId=1840764,True,11
33,v1053657,1152.0,144.0,,1152.0,33.76320882,-84.3907438,Atlanta,GA,US,50,4.7,1.0,1,https://www.vrbo.com/1053657?unitId=1601781,True,512
34,4989606,1500.0,187.5,,1500.0,33.73535069,-84.46209976,Atlanta,GA,US,2,5.0,2.0,3,https://www.homeaway.com/vacation-rental/p4989606?uni_id=6225883,True,2
35,v1151657,792.0,99.0,,792.0,33.76478869,-84.34210339,Atlanta,GA,US,16,4.875,1.0,2,https://www.vrbo.com/1151657?unitId=1699894,True,38
36,v1005504,3920.0,490.0,,3920.0,33.7934699,-84.3805624,Atlanta,GA,US,6,5.0,1.0,4,https://www.vrbo.com/1005504?unitId=1553452,True,16
37,v685049,1135.72,141.97,,1135.72,33.76234593,-84.38777071,Atlanta,GA,US,21,4.4761906,1.0,1,https://www.vrbo.com/685049?unitId=1232987,True,512
38,4631874,1628.56,203.57,,1628.56,33.785087,-84.38054,Atlanta,GA,US,0,0.0,2.0,2,https://www.homeaway.com/vacation-rental/p4631874?uni_id=5385297,True,373
39,v323480,1192.0,149.0,,1192.0,33.76256179999999,-84.38787842,Atlanta,GA,US,96,4.5054946,1.0,1,https://www.vrbo.com/323480?unitId=323480,True,512
40,4476165,1322.0,165.25,,1322.0,33.80135497,-84.37296136,Atlanta,GA,US,20,4.85,2.0,2,https://www.homeaway.com/vacation-rental/p4476165?uni_id=5064356,True,61
41,4538512,1492.0,186.5,,1492.0,33.76161,-84.38731,Atlanta,GA,US,0,0.0,1.0,0,https://www.homeaway.com/vacation-rental/p4538512?uni_id=5142836,True,512
42,v1081900,928.8,116.1,,928.8,33.73646095,-84.37734314,Atlanta,GA,US,31,5.0,1.0,1,https://www.vrbo.com/1081900?unitId=1630058,True,87
43,4253130,1860.0,232.5,,1860.0,33.736318,-84.42627399999999,Atlanta,GA,US,13,4.923076999999999,2.0,4,https://www.homeaway.com/vacation-rental/p4253130?uni_id=4660269,True,159
44,4535601,952.16,119.02,,952.16,33.76680679,-84.37226329,Atlanta,GA,US,8,4.375,1.0,1,https://www.homeaway.com/vacation-rental/p4535601?uni_id=5139784,True,132
45,4847647,6480.0,810.0,,6480.0,33.76327672,-84.38180674,Atlanta,GA,US,0,0.0,2.0,2,https://www.homeaway.com/vacation-rental/p4847647?uni_id=5852711,True,132
46,4703890,1366.0,170.75,,1366.0,33.767174,-84.350702,Atlanta,GA,US,6,4.8333335,1.0,2,https://www.homeaway.com/vacation-rental/p4703890?uni_id=5668346,True,74
47,v678184,1414.29,176.79,,1414.29,33.76256,-84.387878,Atlanta,GA,US,4,4.25,2.0,2,https://www.vrbo.com/678184?unitId=1226122,True,512
48,4544655,1879.0,234.88,,1879.0,33.7605758,-84.3660872,Atlanta,GA,US,3,5.0,2.0,3,https://www.homeaway.com/vacation-rental/p4544655?uni_id=5152922,True,132
49,v1068268,1195.0,149.38,,1195.0,33.762541799999994,-84.38787370000001,Atlanta,GA,US,20,4.95,1.0,1,https://www.vrbo.com/1068268?unitId=1616425,True,512
50,4477888,1230.0,153.75,,1230.0,33.7708439,-84.3629247,Atlanta,GA,US,8,4.75,2.0,2,https://www.homeaway.com/vacation-rental/p4477888?uni_id=5066240,True,30
51,v1305333,972.0,121.5,,972.0,33.78823246,-84.4006951,Atlanta,GA,US,8,4.5,1.0,1,https://www.vrbo.com/1305333?unitId=1856483,True,96
52,v1227733,3840.0,480.0,,3840.0,33.7879002,-84.36092550000001,Atlanta,GA,US,12,4.8333335,3.0,3,https://www.vrbo.com/1227733?unitId=1778626,True,66
53,v1225837,836.0,104.5,,836.0,33.727686,-84.372596,Atlanta,GA,US,8,4.625,1.0,2,https://www.vrbo.com/1225837?unitId=1776725,True,87
54,v1189296,617.1,77.14,,617.1,33.765721,-84.37306099999999,Atlanta,GA,US,29,4.862069,1.0,1,https://www.vrbo.com/1189296?unitId=1740054,True,132
55,v731455,1576.0,197.0,,1576.0,33.821442,-84.413481,Atlanta,GA,US,64,4.59375,2.0,3,https://www.vrbo.com/731455?unitId=1279393,True,3
56,4095077,2304.0,288.0,,2304.0,33.772159,-84.35775699999999,Atlanta,GA,US,13,4.8461537,2.0,3,https://www.homeaway.com/vacation-rental/p4095077?uni_id=4493253,True,30
57,v1343258,1432.0,179.0,,1432.0,33.77622376,-84.37740322,Atlanta,GA,US,0,0.0,2.0,2,https://www.vrbo.com/1343258?unitId=1901602,True,373
58,v615424,1714.29,214.29,,1714.29,33.83954263,-84.3798052,Atlanta,GA,US,17,4.6875,2.0,3,https://www.vrbo.com/615424?unitId=1162741,True,29
59,4330860,2000.0,250.0,,2000.0,33.766948,-84.368411,Atlanta,GA,US,9,5.0,2.0,3,https://www.homeaway.com/vacation-rental/p4330860?uni_id=4742398,True,132
60,4360925,1080.08,135.01,,1080.08,33.7725223,-84.3659676,Atlanta,GA,US,4,5.0,1.0,1,https://www.homeaway.com/vacation-rental/p4360925?uni_id=4775075,True,132
61,3673479,760.0,95.0,,760.0,33.756411,-84.424079,Atlanta,GA,US,15,4.133333,1.0,1,https://www.homeaway.com/vacation-rental/p3673479?uni_id=3687896,True,21
62,4944431,1512.0,189.0,,1512.0,33.78303516,-84.3857386,Atlanta,GA,US,1,5.0,1.0,1,https://www.homeaway.com/vacation-rental/p4944431?uni_id=6123386,True,373
63,v833141,1428.64,178.58,,1428.64,33.7644467,-84.3488902,Atlanta,GA,US,4,4.75,1.0,2,https://www.vrbo.com/833141?unitId=1381080,True,38
64,v674089,694.8,86.85,,694.8,33.777062,-84.353389,Atlanta,GA,US,37,4.621621599999999,1.0,1,https://www.vrbo.com/674089?unitId=1222027,True,47
65,v1328962,1192.0,149.0,,1192.0,33.78578275,-84.38464636,Atlanta,GA,US,1,5.0,2.0,1,https://www.vrbo.com/1328962?unitId=1887260,True,373
66,v371725,1771.44,221.43,,1771.44,33.75301295,-84.41035959999999,Atlanta,GA,US,2,5.0,3.0,3,https://www.vrbo.com/371725?unitId=371725,True,21
67,v1176366,1400.0,175.0,,1400.0,33.73445431,-84.34446494,Atlanta,GA,US,1,5.0,2.0,3,https://www.vrbo.com/1176366?unitId=1727101,True,43
68,4476171,1152.0,144.0,,1152.0,33.80281444,-84.37310627,Atlanta,GA,US,8,4.875,1.0,1,https://www.homeaway.com/vacation-rental/p4476171?uni_id=5064362,True,61
69,4353210,1912.0,239.0,,1912.0,33.73835566,-84.36517236,Atlanta,GA,US,8,4.75,2.0,3,https://www.homeaway.com/vacation-rental/p4353210?uni_id=4766795,True,87
70,v314361,2600.0,325.0,,2600.0,33.7628972,-84.39453611,Atlanta,GA,US,19,4.894737,3.0,2,https://www.vrbo.com/314361?unitId=314361,True,512
71,4567168,1600.0,200.0,,1600.0,33.76373731,-84.38800991,Atlanta ,GA,US,2,3.0,1.0,1,https://www.homeaway.com/vacation-rental/p4567168?uni_id=5176652,True,512
72,v867522,2850.0,356.25,,2850.0,33.7675533,-84.34359479999999,Atlanta,GA,US,19,4.894737,2.0,3,https://www.vrbo.com/867522?unitId=1415461,True,38
73,4869615,1240.0,155.0,,1240.0,33.7318,-84.39465,Atlanta,GA,US,10,3.3,2.0,2,https://www.homeaway.com/vacation-rental/p4869615?uni_id=5894228,True,128
74,v859837,3960.0,495.0,,3960.0,33.8313073,-84.3744433,Atlanta,GA,US,37,4.9459457,3.0,4,https://www.vrbo.com/859837?unitId=1407776,True,37
75,4711066,1200.0,150.0,,1200.0,33.79373794,-84.40102687,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p4711066?uni_id=5680866,True,59
76,4938436,1320.0,165.0,,1320.0,33.79007,-84.39962,Atlanta,GA,US,2,5.0,1.0,1,https://www.homeaway.com/vacation-rental/p4938436?uni_id=6115216,True,62
77,4471412,1423.0,177.88,,1423.0,33.7719459,-84.366527,Atlanta,GA,US,1,5.0,1.0,1,https://www.homeaway.com/vacation-rental/p4471412?uni_id=5059299,True,132
78,4625906,800.0,100.0,,800.0,33.837025,-84.3747979,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p4625906?uni_id=5376864,True,37
79,v1103643,5550.0,693.75,,5550.0,33.846519,-84.35306899999999,Atlanta,GA,US,20,5.0,4.0,5,https://www.vrbo.com/1103643?unitId=1651804,True,22
80,v813046,742.86,92.86,,742.86,33.776925299999995,-84.3648418,Atlanta,GA,US,29,4.8965516,1.0,1,https://www.vrbo.com/813046?unitId=1360984,True,47
81,4663284,1165.0,145.63,,1165.0,33.837025,-84.3747979,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p4663284?uni_id=5474827,True,37
82,v1013702,2500.0,312.5,,2500.0,33.800058299999996,-84.4110427,Atlanta,GA,US,9,5.0,3.0,5,https://www.vrbo.com/1013702?unitId=1561650,True,95
83,908860,1552.48,194.06,,1552.48,33.739156,-84.366343,Atlanta,GA,US,50,4.5306125,2.0,3,https://www.homeaway.com/vacation-rental/p908860?uni_id=3219259,True,87
84,v564287,1195.62,149.45,,1195.62,33.76241729,-84.38777071,Atlanta,GA,US,15,4.4666667,1.0,1,https://www.vrbo.com/564287?unitId=1111604,True,512
85,4247575,1414.0,176.75,,1414.0,33.750440000000005,-84.36438000000001,Atlanta,GA,US,25,4.92,1.0,1,https://www.homeaway.com/vacation-rental/p4247575?uni_id=4654454,True,8
86,4360923,1080.08,135.01,,1080.08,33.762437799999994,-84.3585321,Atlanta,GA,US,5,4.5,1.0,1,https://www.homeaway.com/vacation-rental/p4360923?uni_id=4775073,True,74
87,v993551,1099.8,137.48,,1099.8,33.730097,-84.3854,Atlanta,GA,US,2,4.5,1.0,3,https://www.vrbo.com/993551?unitId=1541507,True,43
88,4742437,750.0,93.75,,750.0,33.837025,-84.3747979,Atlanta,GA,US,5,4.2,1.0,1,https://www.homeaway.com/vacation-rental/p4742437?uni_id=5720285,True,37
89,4549491,925.0,115.63,,925.0,33.7669855,-84.34672809999999,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p4549491?uni_id=5158229,True,38
90,v1179406,672.0,84.0,,672.0,33.73999067,-84.39691074,Atlanta,GA,US,3,3.6666667,1.0,1,https://www.vrbo.com/1179406?unitId=1730143,True,128
91,v1284520,2070.0,258.75,,2070.0,33.800058299999996,-84.4110427,Atlanta,GA,US,9,5.0,2.0,4,https://www.vrbo.com/1284520?unitId=1835659,True,95
92,v831474,628.56,78.57,,628.56,33.76168453,-84.32882263,Atlanta,GA,US,20,4.45,1.0,1,https://www.vrbo.com/831474?unitId=1379413,True,10
93,4755809,1432.8,179.1,,1432.8,33.772021,-84.4137145,Atlanta,GA,US,12,4.4166665,2.0,3,https://www.homeaway.com/vacation-rental/p4755809?uni_id=5737110,True,89
94,v1170053,669.6,83.7,,669.6,33.78331769,-84.34642526,Atlanta,GA,US,4,5.0,1.0,1,https://www.vrbo.com/1170053?unitId=1720782,True,513
95,4838545,3842.0,480.25,,3842.0,33.73572997,-84.47387900000001,Atlanta,GA,US,1,5.0,2.0,4,https://www.homeaway.com/vacation-rental/p4838545?uni_id=5841082,True,12
96,v1040623,1350.0,168.75,,1350.0,33.80214960000001,-84.4454479,Atlanta,GA,US,1,5.0,2.0,3,https://www.vrbo.com/1040623?unitId=1588743,True,15
97,v1197997,4200.0,525.0,,4200.0,33.75425253,-84.33823892,Atlanta,GA,US,8,4.1666665,3.0,4,https://www.vrbo.com/1197997?unitId=1748757,True,72
98,v1161828,1081.2,135.15,,1081.2,33.77742223,-84.37154926,Atlanta,GA,US,11,5.0,1.0,1,https://www.vrbo.com/1161828?unitId=1710092,True,373
99,4587396,1366.0,170.75,,1366.0,33.76821049,-84.36043497,Atlanta,GA,US,1,5.0,1.0,1,https://www.homeaway.com/vacation-rental/p4587396?uni_id=5227246,True,30
100,4840129,1150.0,143.75,,1150.0,33.84406879,-84.37377459999999,Atlanta,GA,US,2,4.5,1.0,1,https://www.homeaway.com/vacation-rental/p4840129?uni_id=5843036,True,50
101,4469831,1947.0,243.38,,1947.0,33.7681659,-84.3603706,Atlanta,GA,US,2,5.0,2.0,1,https://www.homeaway.com/vacation-rental/p4469831?uni_id=5057659,True,30
102,v414019,2400.0,300.0,,2400.0,33.77384567,-84.35003662,Atlanta,GA,US,35,4.882353,2.0,3,https://www.vrbo.com/414019?unitId=414019,True,2
103,4762294,712.0,89.0,,712.0,33.7700581,-84.3425347,Atlanta,GA,US,3,4.3333335,1.0,1,https://www.homeaway.com/vacation-rental/p4762294?uni_id=5746063,True,38
104,v742354,1260.0,157.5,,1260.0,33.76256,-84.387878,Atlanta,GA,US,29,3.0,1.0,2,https://www.vrbo.com/742354?unitId=1290292,True,512
105,7345061,1027.36,128.42,,1027.36,33.7716274,-84.36812859999999,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p7345061?uni_id=6691220,True,132
106,4937538,960.0,120.0,,960.0,33.844144299999996,-84.42792621,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p4937538?uni_id=6113666,True,513
107,v1620408,2185.0,273.13,,2185.0,33.74577446,-84.31452826,Atlanta,GA,US,0,0.0,2.0,3,https://www.vrbo.com/1620408?unitId=2181707,True,4
108,7353005,1294.0,161.75,,1294.0,33.7727676,-84.3657582,Atlanta,GA,US,1,5.0,1.0,1,https://www.homeaway.com/vacation-rental/p7353005?uni_id=6708386,True,132
109,v1256956,704.0,88.0,,704.0,33.73116179,-84.39849184,Atlanta,GA,US,0,0.0,1.0,2,https://www.vrbo.com/1256956?unitId=1807921,True,85
110,4749851,6480.0,810.0,,6480.0,33.78072603,-84.38762065,Atlanta,GA,US,0,0.0,2.0,2,https://www.homeaway.com/vacation-rental/p4749851?uni_id=5729694,True,373
111,7726342,732.0,91.5,,732.0,33.8553144,-84.3614018,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p7726342?uni_id=7234587,True,102
112,7726341,852.0,106.5,,852.0,33.8553144,-84.3614018,Atlanta,GA,US,0,0.0,2.0,2,https://www.homeaway.com/vacation-rental/p7726341?uni_id=7234586,True,102
113,v1007026,1520.0,190.0,,1520.0,33.775889,-84.371465,Atlanta,GA,US,8,4.625,1.0,2,https://www.vrbo.com/1007026?unitId=1554974,True,373
114,7529202,1060.0,132.5,,1060.0,33.78326,-84.38783000000001,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p7529202?uni_id=6942772,True,373
115,7413246,2055.92,256.99,,2055.92,33.762983399999996,-84.36794379999999,Atlanta,GA,US,0,0.0,2.0,3,https://www.homeaway.com/vacation-rental/p7413246?uni_id=6789698,True,132
116,v282484,2734.0,341.75,,2734.0,33.79019547,-84.3937149,Atlanta,GA,US,41,4.525,3.0,3,https://www.vrbo.com/282484?unitId=282484,True,62
117,7632359,1423.0,177.88,,1423.0,33.772597,-84.36554129999999,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p7632359?uni_id=7080958,True,132
118,7478842,1723.0,215.38,,1723.0,33.7719459,-84.366527,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p7478842?uni_id=6880953,True,132
119,4538842,1164.0,145.5,,1164.0,33.8497,-84.36289000000001,Atlanta,GA,US,0,0.0,1.0,0,https://www.homeaway.com/vacation-rental/p4538842?uni_id=7155628,True,102
120,7529200,1002.0,125.25,,1002.0,33.75521,-84.38185,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p7529200?uni_id=6942770,True,512
121,4880089,32000.0,4000.0,,32000.0,33.83723326,-84.37668173,Atlanta,GA,US,0,0.0,2.0,2,https://www.homeaway.com/vacation-rental/p4880089?uni_id=5913041,True,59
122,4538611,1787.0,223.38,,1787.0,33.8468,-84.37002,Atlanta,GA,US,0,0.0,1.0,0,https://www.homeaway.com/vacation-rental/p4538611?uni_id=5931138,True,102
123,7193972,1280.0,160.0,,1280.0,33.69508,-84.50515,Atlanta,GA,US,1,4.0,1.0,3,https://www.homeaway.com/vacation-rental/p7193972?uni_id=6368785,True,7
124,10186761,2313.12,289.14,,2313.12,33.85648,-84.3644,Atlanta,GA,US,0,0.0,2.0,3,https://www.homeaway.co.uk/p10186761?uni_id=5211259,True,102
125,7694960,1592.0,199.0,,1592.0,33.69625,-84.38580999999999,Atlanta,GA,US,0,0.0,3.0,3,https://www.homeaway.com/vacation-rental/p7694960?uni_id=7163348,True,12
126,4814783,4400.0,550.0,,4400.0,33.75430468,-84.34305266,Atlanta,GA,US,2,3.5,3.0,4,https://www.vacationrentals.com/listing/p4814783?uni_id=5810636,True,72
127,v628858,3428.57,428.57,,3428.57,33.81027,-84.399206,Atlanta,GA,US,0,0.0,2.0,3,https://www.vrbo.com/628858?unitId=1176639,True,4
128,7663399,5200.0,650.0,,5200.0,33.71402,-84.36444,Atlanta,GA,US,0,0.0,2.0,4,https://www.homeaway.com/vacation-rental/p7663399?uni_id=7123984,True,13
129,v1284666,805.0,100.63,,805.0,33.79564246,-84.41060667,Atlanta,GA,US,1,5.0,1.0,1,https://www.vrbo.com/1284666?unitId=1835805,True,95
130,4636787,3992.0,499.0,,3992.0,33.78349,-84.3837,Atlanta,GA,US,0,0.0,1.0,0,https://www.homeaway.com/vacation-rental/p4636787?uni_id=5393148,True,373
131,4506865,972.0,121.5,,972.0,33.737381299999996,-84.39592127,Atlanta,GA,US,11,4.909091,1.0,2,https://www.homeaway.com/vacation-rental/p4506865?uni_id=5110097,True,128
132,7365862,1294.0,161.75,,1294.0,33.7727676,-84.3657582,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p7365862?uni_id=6724547,True,132
133,7429938,1914.0,239.25,,1914.0,33.760940000000005,-84.37319000000001,Atlanta,GA,US,0,0.0,1.0,0,https://www.homeaway.com/vacation-rental/p7429938?uni_id=6813341,True,132
134,7502795,1716.0,214.5,,1716.0,33.77158,-84.38136999999999,Atlanta,GA,US,0,0.0,1.0,0,https://www.homeaway.com/vacation-rental/p7502795?uni_id=6912392,True,373
135,4467360,1110.0,138.75,,1110.0,33.7804059,-84.41060829999999,Atlanta,GA,US,3,3.6666667,2.0,2,https://www.homeaway.com/vacation-rental/p4467360?uni_id=5055114,True,96
136,v1461222,1336.0,167.0,,1336.0,33.770757,-84.366168,Atlanta,GA,US,0,0.0,1.0,1,https://www.vrbo.com/1461222?unitId=2019808,True,132
137,v1461215,1336.0,167.0,,1336.0,33.76893,-84.366516,Atlanta,GA,US,0,0.0,1.0,1,https://www.vrbo.com/1461215?unitId=2019801,True,132
138,v768623,1160.0,145.0,,1160.0,33.76650411,-84.37115729,Atlanta,GA,US,3,5.0,1.0,2,https://www.vrbo.com/768623?unitId=1316561,True,132
139,4167736,971.43,121.43,,971.43,33.822336,-84.411164,Atlanta,GA,US,9,4.6666665,1.0,2,https://www.homeaway.com/vacation-rental/p4167736?uni_id=4569883,True,2
140,4360924,1554.24,194.28,,1554.24,33.762437799999994,-84.3585321,Atlanta,GA,US,0,0.0,2.0,2,https://www.homeaway.com/vacation-rental/p4360924?uni_id=4775074,True,74
141,4137197,514.29,64.29,,514.29,33.762993,-84.474056,Atlanta,GA,US,4,5.0,1.0,1,https://www.homeaway.com/vacation-rental/p4137197?uni_id=4537477,True,57
142,7482957,1606.0,200.75,,1606.0,33.77143299,-84.37977516,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p7482957?uni_id=6887521,True,373
143,4703974,1072.0,134.0,,1072.0,33.84510269,-84.36982287,Atlanta,GA,US,2,5.0,1.0,1,https://www.homeaway.com/vacation-rental/p4703974?uni_id=5668460,True,102
144,7482960,2076.8,259.6,,2076.8,33.81681263,-84.38217134,Atlanta,GA,US,1,5.0,2.0,4,https://www.homeaway.com/vacation-rental/p7482960?uni_id=6887524,True,21
145,4555247,1102.0,137.75,,1102.0,33.7720022,-84.38288670000001,Atlanta,GA,US,8,4.625,1.0,1,https://www.homeaway.com/vacation-rental/p4555247?uni_id=5164360,True,373
146,4538808,833.34,104.17,,833.34,33.75847,-84.3842,Atlanta,GA,US,0,0.0,1.0,0,https://www.homeaway.com/vacation-rental/p4538808?uni_id=6783376,True,512
147,7631430,3341.8,417.73,,3341.8,33.859955,-84.363625,Atlanta,GA,US,0,0.0,6.0,6,https://www.homeaway.com/vacation-rental/p7631430?uni_id=7079594,True,102
148,4538640,892.56,111.57,,892.56,33.78161,-84.38358000000001,Atlanta,GA,US,0,0.0,1.0,0,https://www.homeaway.com/vacation-rental/p4538640?uni_id=5928921,True,373
149,v1461204,1222.0,152.75,,1222.0,33.818559,-84.366248,Atlanta,GA,US,1,5.0,1.0,1,https://www.vrbo.com/1461204?unitId=2019790,True,162
150,v1461217,1272.0,159.0,,1272.0,33.765381,-84.36555,Atlanta,GA,US,1,5.0,1.0,1,https://www.vrbo.com/1461217?unitId=2019803,True,132
151,7567034,1901.9,237.74,,1901.9,33.84246604,-84.37236766,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p7567034?uni_id=6992318,True,59
152,v1603302,1336.0,167.0,,1336.0,33.787848,-84.404218,Atlanta,GA,US,0,0.0,1.0,1,https://www.vrbo.com/1603302?unitId=2164597,True,96
153,v1603304,1336.0,167.0,,1336.0,33.787848,-84.404218,Atlanta,GA,US,0,0.0,1.0,1,https://www.vrbo.com/1603304?unitId=2164599,True,96
154,7671346,175632.0,21954.0,,175632.0,33.761196000000005,-84.34587900000001,Atlanta,GA,US,0,0.0,4.0,3,https://www.homeaway.com/vacation-rental/p7671346?uni_id=7133983,True,38
155,7567036,1247.4,155.93,,1247.4,33.82829816,-84.35172079,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p7567036?uni_id=6992320,True,22
156,4899607,1078.4,134.8,,1078.4,33.84346,-84.37221,Atlanta,GA,US,0,0.0,1.0,0,https://www.homeaway.com/vacation-rental/p4899607?uni_id=5989923,True,50
157,7436068,1055.0,131.88,,1055.0,33.7703616,-84.3624858,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p7436068?uni_id=6822718,True,30
158,7653337,2010.8,251.35,,2010.8,33.73576242,-84.3904132,Atlanta,GA,US,0,0.0,2.0,3,https://www.homeaway.com/vacation-rental/p7653337?uni_id=7113746,True,43
159,4491552,965.0,120.63,,965.0,33.7590875,-84.3517922,Atlanta,GA,US,5,3.2,1.0,2,https://www.homeaway.com/vacation-rental/p4491552?uni_id=5083710,True,74
160,7439722,2803.45,350.43,,2803.45,33.8320631,-84.3673689,Atlanta,GA,US,0,0.0,2.0,3,https://www.homeaway.com/vacation-rental/p7439722?uni_id=6826505,True,15
161,7482955,1850.64,231.33,,1850.64,33.76791497,-84.38015072,Atlanta,GA,US,0,0.0,2.0,2,https://www.homeaway.com/vacation-rental/p7482955?uni_id=6887519,True,132
162,v1048156,496.8,62.1,,496.8,33.692253,-84.50583598,Atlanta,GA,US,2,5.0,1.0,3,https://www.vrbo.com/1048156?unitId=1596276,True,5
163,7631428,3547.0,443.38,,3547.0,33.859955,-84.363625,Atlanta,GA,US,0,0.0,5.0,5,https://www.homeaway.com/vacation-rental/p7631428?uni_id=7079592,True,102
164,v1539217,1960.2,245.03,,1960.2,33.770962,-84.36799599999999,Atlanta,GA,US,0,0.0,2.0,3,https://www.vrbo.com/1539217?unitId=2098926,True,132
165,7482951,1033.12,129.14,,1033.12,33.78176997,-84.38507354,Atlanta,GA,US,0,0.0,1.0,1,https://www.homeaway.com/vacation-rental/p7482951?uni_id=6887515,True,373
166,v1461213,1788.0,223.5,,1788.0,33.76893,-84.366516,Atlanta,GA,US,0,0.0,2.0,2,https://www.vrbo.com/1461213?unitId=2019799,True,132
